rainfall,humidity,temperature,pressure,wind_speed,magnitude,time,risk,disaster_type,source
0.0,68.0,26.4,1007.2,10.9,0.0,21,0,0,ERA5 - Mumbai (Mild Summer)
0.0,61.0,25.8,1006.9,8.2,0.0,22,0,0,ERA5 - Mumbai (Mild Summer)
0.0,54.0,25.9,1006.8,10.1,0.0,23,0,0,ERA5 - Mumbai (Mild Summer)
0.0,50.0,26.6,1006.9,15.5,0.0,0,0,0,ERA5 - Mumbai (Mild Summer)
0.0,57.0,26.6,1008.0,15.5,0.0,1,0,0,ERA5 - Mumbai (Mild Summer)
0.0,53.0,27.8,1008.7,12.1,0.0,2,0,0,ERA5 - Mumbai (Mild Summer)
0.0,44.0,30.8,1009.6,10.3,0.0,3,0,0,ERA5 - Mumbai (Mild Summer)
0.0,33.0,33.8,1010.1,13.7,0.0,4,0,0,ERA5 - Mumbai (Mild Summer)
0.0,26.0,35.8,1009.6,15.6,0.0,5,0,0,ERA5 - Mumbai (Mild Summer)
0.0,25.0,36.8,1009.0,16.1,0.0,6,0,0,ERA5 - Mumbai (Mild Summer)
0.0,33.0,36.2,1008.1,21.3,0.0,7,0,0,ERA5 - Mumbai (Mild Summer)
0.0,33.0,35.9,1007.0,24.6,0.0,8,0,0,ERA5 - Mumbai (Mild Summer)
0.0,30.0,35.6,1006.0,27.0,0.0,9,0,0,ERA5 - Mumbai (Mild Summer)
0.0,30.0,34.6,1005.4,28.4,0.0,10,0,0,ERA5 - Mumbai (Mild Summer)
0.0,33.0,34.2,1004.9,25.5,0.0,11,0,0,ERA5 - Mumbai (Mild Summer)
0.0,34.0,33.7,1004.9,24.8,0.0,12,0,0,ERA5 - Mumbai (Mild Summer)
0.0,30.0,32.9,1005.8,25.9,0.0,13,0,0,ERA5 - Mumbai (Mild Summer)
0.0,28.0,32.3,1006.4,22.6,0.0,14,0,0,ERA5 - Mumbai (Mild Summer)
0.0,28.0,31.9,1006.7,19.6,0.0,15,0,0,ERA5 - Mumbai (Mild Summer)
0.0,49.0,29.5,1007.3,21.3,0.0,16,0,0,ERA5 - Mumbai (Mild Summer)
0.0,57.0,28.6,1007.7,22.9,0.0,17,0,0,ERA5 - Mumbai (Mild Summer)
0.0,56.0,28.4,1007.6,21.8,0.0,18,0,0,ERA5 - Mumbai (Mild Summer)
0.0,62.0,28.0,1007.2,21.0,0.0,19,0,0,ERA5 - Mumbai (Mild Summer)
0.0,62.0,27.7,1006.8,18.8,0.0,20,0,0,ERA5 - Mumbai (Mild Summer)
0.0,63.0,27.2,1006.4,15.8,0.0,21,0,0,ERA5 - Mumbai (Mild Summer)
0.0,64.0,26.9,1006.0,16.0,0.0,22,0,0,ERA5 - Mumbai (Mild Summer)
0.0,64.0,26.6,1006.1,15.5,0.0,23,0,0,ERA5 - Mumbai (Mild Summer)
0.0,65.0,26.6,1006.5,15.9,0.0,0,0,0,ERA5 - Mumbai (Mild Summer)
0.0,69.0,26.2,1007.3,9.9,0.0,1,0,0,ERA5 - Mumbai (Mild Summer)
0.0,63.0,27.3,1008.2,9.7,0.0,2,0,0,ERA5 - Mumbai (Mild Summer)
0.0,52.0,30.0,1009.2,11.2,0.0,3,0,0,ERA5 - Mumbai (Mild Summer)
0.0,39.0,32.9,1009.5,14.2,0.0,4,0,0,ERA5 - Mumbai (Mild Summer)
0.0,25.0,35.6,1009.2,15.3,0.0,5,0,0,ERA5 - Mumbai (Mild Summer)
0.0,18.0,36.5,1008.7,18.9,0.0,6,0,0,ERA5 - Mumbai (Mild Summer)
0.0,20.0,36.2,1008.1,22.5,0.0,7,0,0,ERA5 - Mumbai (Mild Summer)
0.0,16.0,36.0,1007.0,25.5,0.0,8,0,0,ERA5 - Mumbai (Mild Summer)
0.0,14.0,35.7,1006.2,26.0,0.0,9,0,0,ERA5 - Mumbai (Mild Summer)
0.0,14.0,35.0,1005.6,24.2,0.0,10,0,0,ERA5 - Mumbai (Mild Summer)
0.0,19.0,33.7,1005.6,20.9,0.0,11,0,0,ERA5 - Mumbai (Mild Summer)
0.0,29.0,31.8,1005.8,16.8,0.0,12,0,0,ERA5 - Mumbai (Mild Summer)
0.0,49.0,28.7,1006.9,17.6,0.0,13,0,0,ERA5 - Mumbai (Mild Summer)
0.0,56.0,27.5,1007.4,14.5,0.0,14,0,0,ERA5 - Mumbai (Mild Summer)
0.0,61.0,26.9,1007.9,11.5,0.0,15,0,0,ERA5 - Mumbai (Mild Summer)
0.0,64.0,26.4,1008.4,11.0,0.0,16,0,0,ERA5 - Mumbai (Mild Summer)
0.0,65.0,26.1,1008.9,10.8,0.0,17,0,0,ERA5 - Mumbai (Mild Summer)
0.0,62.0,25.8,1008.8,10.7,0.0,18,0,0,ERA5 - Mumbai (Mild Summer)
0.0,63.0,25.6,1008.3,11.2,0.0,19,0,0,ERA5 - Mumbai (Mild Summer)
0.0,70.0,25.1,1007.9,10.2,0.0,20,0,0,ERA5 - Mumbai (Mild Summer)
0.0,79.0,23.9,1007.4,6.0,0.0,21,0,0,ERA5 - Mumbai (Mild Summer)
0.0,89.0,22.3,1007.1,5.9,0.0,22,0,0,ERA5 - Mumbai (Mild Summer)
0.0,82.0,22.2,1007.1,4.1,0.0,23,0,0,ERA5 - Mumbai (Mild Summer)
0.0,76.0,21.9,1007.5,4.8,0.0,0,0,0,ERA5 - Mumbai (Mild Summer)
0.0,73.0,22.9,1008.5,4.5,0.0,1,0,0,ERA5 - Mumbai (Mild Summer)
0.0,66.0,24.9,1009.2,7.4,0.0,2,0,0,ERA5 - Mumbai (Mild Summer)
0.0,63.0,27.8,1009.7,6.1,0.0,3,0,0,ERA5 - Mumbai (Mild Summer)
0.0,56.0,29.9,1010.0,5.4,0.0,4,0,0,ERA5 - Mumbai (Mild Summer)
0.0,49.0,32.0,1010.0,6.7,0.0,5,0,0,ERA5 - Mumbai (Mild Summer)
0.0,46.0,33.4,1009.3,9.0,0.0,6,0,0,ERA5 - Mumbai (Mild Summer)
0.0,54.0,33.0,1008.7,14.9,0.0,7,0,0,ERA5 - Mumbai (Mild Summer)
0.0,54.0,32.7,1007.7,18.7,0.0,8,0,0,ERA5 - Mumbai (Mild Summer)
0.0,51.0,32.6,1006.9,19.8,0.0,9,0,0,ERA5 - Mumbai (Mild Summer)
0.0,53.0,32.1,1006.2,19.2,0.0,10,0,0,ERA5 - Mumbai (Mild Summer)
0.0,56.0,31.5,1005.8,17.6,0.0,11,0,0,ERA5 - Mumbai (Mild Summer)
0.0,60.0,30.3,1005.6,15.9,0.0,12,0,0,ERA5 - Mumbai (Mild Summer)
0.0,62.0,29.0,1006.6,15.3,0.0,13,0,0,ERA5 - Mumbai (Mild Summer)
0.0,68.0,27.7,1007.1,12.8,0.0,14,0,0,ERA5 - Mumbai (Mild Summer)
0.0,73.0,27.0,1007.7,9.9,0.0,15,0,0,ERA5 - Mumbai (Mild Summer)
0.0,80.0,26.2,1008.3,8.2,0.0,16,0,0,ERA5 - Mumbai (Mild Summer)
0.0,84.0,25.8,1008.9,10.9,0.0,17,0,0,ERA5 - Mumbai (Mild Summer)
0.0,90.0,25.3,1008.9,9.0,0.0,18,0,0,ERA5 - Mumbai (Mild Summer)
0.0,93.0,24.7,1008.4,6.2,0.0,19,0,0,ERA5 - Mumbai (Mild Summer)
0.0,94.0,24.4,1008.0,6.2,0.0,20,0,0,ERA5 - Mumbai (Mild Summer)
0.0,93.0,24.2,1007.7,7.6,0.0,21,0,0,ERA5 - Mumbai (Mild Summer)
0.0,93.0,23.4,1007.3,5.6,0.0,22,0,0,ERA5 - Mumbai (Mild Summer)
0.0,94.0,22.6,1007.4,4.7,0.0,23,0,0,ERA5 - Mumbai (Mild Summer)
0.0,95.0,21.7,1007.6,5.8,0.0,0,0,0,ERA5 - Mumbai (Mild Summer)
0.0,95.0,23.1,1008.2,4.1,0.0,1,0,0,ERA5 - Mumbai (Mild Summer)
0.0,89.0,24.7,1008.9,5.5,0.0,2,0,0,ERA5 - Mumbai (Mild Summer)
0.0,71.0,27.7,1009.4,2.9,0.0,3,0,0,ERA5 - Mumbai (Mild Summer)
0.0,53.0,30.8,1009.9,5.6,0.0,4,0,0,ERA5 - Mumbai (Mild Summer)
0.0,48.0,32.5,1010.0,10.9,0.0,5,0,0,ERA5 - Mumbai (Mild Summer)
0.0,44.0,33.5,1009.7,14.3,0.0,6,0,0,ERA5 - Mumbai (Mild Summer)
0.0,38.0,34.2,1009.1,17.2,0.0,7,0,0,ERA5 - Mumbai (Mild Summer)
0.0,36.0,34.2,1008.3,19.0,0.0,8,0,0,ERA5 - Mumbai (Mild Summer)
0.0,43.0,33.3,1007.4,18.7,0.0,9,0,0,ERA5 - Mumbai (Mild Summer)
0.0,50.0,32.3,1006.6,17.4,0.0,10,0,0,ERA5 - Mumbai (Mild Summer)
0.0,56.0,31.2,1006.1,16.1,0.0,11,0,0,ERA5 - Mumbai (Mild Summer)
0.0,63.0,30.0,1006.1,15.1,0.0,12,0,0,ERA5 - Mumbai (Mild Summer)
0.0,81.0,27.7,1006.9,15.4,0.0,13,0,0,ERA5 - Mumbai (Mild Summer)
0.0,84.0,26.8,1007.6,12.0,0.0,14,0,0,ERA5 - Mumbai (Mild Summer)
0.0,89.0,26.4,1008.5,8.9,0.0,15,0,0,ERA5 - Mumbai (Mild Summer)
0.0,93.0,25.8,1009.4,6.2,0.0,16,0,0,ERA5 - Mumbai (Mild Summer)
0.0,95.0,25.6,1010.2,8.6,0.0,17,0,0,ERA5 - Mumbai (Mild Summer)
0.0,95.0,25.5,1010.3,8.4,0.0,18,0,0,ERA5 - Mumbai (Mild Summer)
0.0,96.0,25.2,1009.7,10.2,0.0,19,0,0,ERA5 - Mumbai (Mild Summer)
0.0,96.0,25.0,1008.9,9.9,0.0,20,0,0,ERA5 - Mumbai (Mild Summer)
0.0,98.0,23.3,1008.3,5.0,0.0,21,0,0,ERA5 - Mumbai (Mild Summer)
0.0,98.0,23.8,1007.6,5.1,0.0,22,0,0,ERA5 - Mumbai (Mild Summer)
0.0,99.0,23.4,1007.5,4.3,0.0,23,0,0,ERA5 - Mumbai (Mild Summer)
0.0,98.0,23.3,1007.9,7.3,0.0,0,0,0,ERA5 - Mumbai (Mild Summer)
0.0,96.0,24.1,1009.0,4.2,0.0,1,0,0,ERA5 - Mumbai (Mild Summer)
0.0,93.0,24.7,1009.5,2.6,0.0,2,0,0,ERA5 - Mumbai (Mild Summer)
0.0,70.0,28.0,1010.0,3.4,0.0,3,0,0,ERA5 - Mumbai (Mild Summer)
0.0,51.0,30.9,1010.3,5.4,0.0,4,0,0,ERA5 - Mumbai (Mild Summer)
0.0,49.0,32.3,1010.1,9.1,0.0,5,0,0,ERA5 - Mumbai (Mild Summer)
0.0,50.0,33.0,1009.6,12.4,0.0,6,0,0,ERA5 - Mumbai (Mild Summer)
0.0,47.0,33.4,1009.0,15.6,0.0,7,0,0,ERA5 - Mumbai (Mild Summer)
0.0,44.0,33.1,1008.0,18.6,0.0,8,0,0,ERA5 - Mumbai (Mild Summer)
0.0,47.0,32.4,1007.0,20.2,0.0,9,0,0,ERA5 - Mumbai (Mild Summer)
0.0,55.0,31.3,1006.4,19.8,0.0,10,0,0,ERA5 - Mumbai (Mild Summer)
0.0,63.0,30.3,1005.9,18.9,0.0,11,0,0,ERA5 - Mumbai (Mild Summer)
0.0,69.0,29.3,1006.0,17.9,0.0,12,0,0,ERA5 - Mumbai (Mild Summer)
0.0,78.0,27.4,1007.1,18.8,0.0,13,0,0,ERA5 - Mumbai (Mild Summer)
0.0,84.0,26.8,1007.7,16.5,0.0,14,0,0,ERA5 - Mumbai (Mild Summer)
0.0,88.0,26.5,1008.1,13.3,0.0,15,0,0,ERA5 - Mumbai (Mild Summer)
0.0,90.0,26.1,1009.0,7.4,0.0,16,0,0,ERA5 - Mumbai (Mild Summer)
0.0,95.0,25.2,1009.7,4.3,0.0,17,0,0,ERA5 - Mumbai (Mild Summer)
0.0,95.0,25.2,1009.3,7.9,0.0,18,0,0,ERA5 - Mumbai (Mild Summer)
0.0,96.0,24.7,1008.6,4.2,0.0,19,0,0,ERA5 - Mumbai (Mild Summer)
0.0,96.0,24.2,1008.3,5.1,0.0,20,0,0,ERA5 - Mumbai (Mild Summer)
0.0,96.0,23.8,1007.9,5.8,0.0,21,0,0,ERA5 - Mumbai (Mild Summer)
0.0,97.0,23.0,1007.8,5.9,0.0,22,0,0,ERA5 - Mumbai (Mild Summer)
0.0,95.0,23.0,1008.1,6.4,0.0,23,0,0,ERA5 - Mumbai (Mild Summer)
0.0,90.0,12.3,909.9,9.4,0.0,0,0,0,ERA5 - Bangalore (Winter)
0.0,92.0,12.0,910.4,8.0,0.0,1,0,0,ERA5 - Bangalore (Winter)
0.0,88.0,13.2,911.5,10.5,0.0,2,0,0,ERA5 - Bangalore (Winter)
0.0,71.0,17.2,913.5,7.9,0.0,3,0,0,ERA5 - Bangalore (Winter)
0.0,47.0,21.2,915.2,8.0,0.0,4,0,0,ERA5 - Bangalore (Winter)
0.0,32.0,23.9,915.2,9.2,0.0,5,0,0,ERA5 - Bangalore (Winter)
0.0,24.0,25.8,914.8,9.7,0.0,6,0,0,ERA5 - Bangalore (Winter)
0.0,21.0,27.2,914.0,9.1,0.0,7,0,0,ERA5 - Bangalore (Winter)
0.0,18.0,28.1,913.3,8.3,0.0,8,0,0,ERA5 - Bangalore (Winter)
0.0,17.0,28.4,912.5,8.8,0.0,9,0,0,ERA5 - Bangalore (Winter)
0.0,18.0,28.3,912.0,8.9,0.0,10,0,0,ERA5 - Bangalore (Winter)
0.0,20.0,27.5,911.7,9.7,0.0,11,0,0,ERA5 - Bangalore (Winter)
0.0,28.0,25.4,911.7,8.9,0.0,12,0,0,ERA5 - Bangalore (Winter)
0.0,40.0,21.8,911.4,11.2,0.0,13,0,0,ERA5 - Bangalore (Winter)
0.0,46.0,20.5,912.1,12.5,0.0,14,0,0,ERA5 - Bangalore (Winter)
0.0,44.0,19.3,912.6,12.3,0.0,15,0,0,ERA5 - Bangalore (Winter)
0.0,58.0,18.1,912.5,13.0,0.0,16,0,0,ERA5 - Bangalore (Winter)
0.0,74.0,17.2,912.3,14.2,0.0,17,0,0,ERA5 - Bangalore (Winter)
0.0,80.0,16.3,912.2,14.0,0.0,18,0,0,ERA5 - Bangalore (Winter)
0.0,83.0,15.4,911.8,11.6,0.0,19,0,0,ERA5 - Bangalore (Winter)
0.0,90.0,14.5,911.2,9.2,0.0,20,0,0,ERA5 - Bangalore (Winter)
0.0,93.0,14.0,910.3,7.6,0.0,21,0,0,ERA5 - Bangalore (Winter)
0.0,96.0,13.1,909.7,7.1,0.0,22,0,0,ERA5 - Bangalore (Winter)
0.0,97.0,12.5,909.7,7.5,0.0,23,0,0,ERA5 - Bangalore (Winter)
0.0,98.0,12.8,910.5,5.9,0.0,0,0,0,ERA5 - Bangalore (Winter)
0.0,99.0,12.5,911.1,6.2,0.0,1,0,0,ERA5 - Bangalore (Winter)
0.0,98.0,13.9,912.3,5.8,0.0,2,0,0,ERA5 - Bangalore (Winter)
0.0,88.0,16.4,913.8,3.1,0.0,3,0,0,ERA5 - Bangalore (Winter)
0.0,60.0,21.1,915.6,1.9,0.0,4,0,0,ERA5 - Bangalore (Winter)
0.0,39.0,24.4,915.9,5.2,0.0,5,0,0,ERA5 - Bangalore (Winter)
0.0,28.0,26.5,915.5,7.6,0.0,6,0,0,ERA5 - Bangalore (Winter)
0.0,24.0,27.7,914.8,7.1,0.0,7,0,0,ERA5 - Bangalore (Winter)
0.0,22.0,28.5,914.0,7.1,0.0,8,0,0,ERA5 - Bangalore (Winter)
0.0,20.0,29.0,913.0,7.9,0.0,9,0,0,ERA5 - Bangalore (Winter)
0.0,19.0,28.9,912.6,9.5,0.0,10,0,0,ERA5 - Bangalore (Winter)
0.0,20.0,28.2,912.4,11.3,0.0,11,0,0,ERA5 - Bangalore (Winter)
0.0,27.0,26.2,912.6,9.7,0.0,12,0,0,ERA5 - Bangalore (Winter)
0.0,32.0,22.8,912.2,9.8,0.0,13,0,0,ERA5 - Bangalore (Winter)
0.0,39.0,20.9,912.8,10.4,0.0,14,0,0,ERA5 - Bangalore (Winter)
0.0,50.0,20.1,913.7,13.2,0.0,15,0,0,ERA5 - Bangalore (Winter)
0.0,60.0,18.7,914.0,13.4,0.0,16,0,0,ERA5 - Bangalore (Winter)
0.0,67.0,17.8,914.0,15.6,0.0,17,0,0,ERA5 - Bangalore (Winter)
0.0,73.0,17.3,913.7,17.0,0.0,18,0,0,ERA5 - Bangalore (Winter)
0.0,80.0,16.6,913.1,16.0,0.0,19,0,0,ERA5 - Bangalore (Winter)
0.0,90.0,15.6,912.1,13.6,0.0,20,0,0,ERA5 - Bangalore (Winter)
0.0,95.0,14.8,911.2,10.5,0.0,21,0,0,ERA5 - Bangalore (Winter)
0.0,97.0,14.4,910.6,8.3,0.0,22,0,0,ERA5 - Bangalore (Winter)
0.0,99.0,14.1,910.6,6.8,0.0,23,0,0,ERA5 - Bangalore (Winter)
0.0,99.0,14.8,911.4,10.7,0.0,0,0,0,ERA5 - Bangalore (Winter)
0.0,98.0,14.5,911.9,9.7,0.0,1,0,0,ERA5 - Bangalore (Winter)
0.0,96.0,14.3,912.9,9.5,0.0,2,0,0,ERA5 - Bangalore (Winter)
0.0,80.0,16.6,914.8,7.7,0.0,3,0,0,ERA5 - Bangalore (Winter)
0.0,60.0,20.0,916.2,6.7,0.0,4,0,0,ERA5 - Bangalore (Winter)
0.0,37.0,23.6,916.7,7.6,0.0,5,0,0,ERA5 - Bangalore (Winter)
0.0,24.0,26.1,916.7,9.7,0.0,6,0,0,ERA5 - Bangalore (Winter)
0.0,21.0,27.4,915.8,9.4,0.0,7,0,0,ERA5 - Bangalore (Winter)
0.0,20.0,28.2,914.9,9.8,0.0,8,0,0,ERA5 - Bangalore (Winter)
0.0,19.0,28.6,913.8,10.7,0.0,9,0,0,ERA5 - Bangalore (Winter)
0.0,21.0,28.3,913.4,12.2,0.0,10,0,0,ERA5 - Bangalore (Winter)
0.0,26.0,27.2,913.1,13.7,0.0,11,0,0,ERA5 - Bangalore (Winter)
0.0,33.0,24.4,913.3,12.9,0.0,12,0,0,ERA5 - Bangalore (Winter)
0.0,41.0,21.4,913.4,11.2,0.0,13,0,0,ERA5 - Bangalore (Winter)
0.0,49.0,20.0,914.0,13.0,0.0,14,0,0,ERA5 - Bangalore (Winter)
0.0,62.0,19.0,914.8,13.5,0.0,15,0,0,ERA5 - Bangalore (Winter)
0.0,69.0,17.9,915.0,13.9,0.0,16,0,0,ERA5 - Bangalore (Winter)
0.0,76.0,16.9,914.6,13.2,0.0,17,0,0,ERA5 - Bangalore (Winter)
0.0,83.0,16.1,914.2,11.3,0.0,18,0,0,ERA5 - Bangalore (Winter)
0.0,90.0,15.3,913.5,9.6,0.0,19,0,0,ERA5 - Bangalore (Winter)
0.0,93.0,14.9,913.0,9.7,0.0,20,0,0,ERA5 - Bangalore (Winter)
0.0,95.0,14.5,912.5,9.3,0.0,21,0,0,ERA5 - Bangalore (Winter)
0.0,96.0,14.0,912.0,9.4,0.0,22,0,0,ERA5 - Bangalore (Winter)
0.0,97.0,13.6,912.0,10.1,0.0,23,0,0,ERA5 - Bangalore (Winter)
0.0,99.0,13.5,912.7,11.6,0.0,0,0,0,ERA5 - Bangalore (Winter)
0.0,99.0,13.7,913.5,11.9,0.0,1,0,0,ERA5 - Bangalore (Winter)
0.0,98.0,14.1,914.9,12.6,0.0,2,0,0,ERA5 - Bangalore (Winter)
0.0,96.0,14.7,916.2,14.8,0.0,3,0,0,ERA5 - Bangalore (Winter)
0.0,75.0,18.1,917.6,11.9,0.0,4,0,0,ERA5 - Bangalore (Winter)
0.0,57.0,21.1,917.8,9.8,0.0,5,0,0,ERA5 - Bangalore (Winter)
0.0,42.0,24.0,917.7,9.8,0.0,6,0,0,ERA5 - Bangalore (Winter)
0.0,34.0,25.8,916.9,11.2,0.0,7,0,0,ERA5 - Bangalore (Winter)
0.0,28.0,27.0,915.9,11.6,0.0,8,0,0,ERA5 - Bangalore (Winter)
0.0,25.0,27.5,915.0,11.6,0.0,9,0,0,ERA5 - Bangalore (Winter)
0.0,26.0,27.4,914.4,11.2,0.0,10,0,0,ERA5 - Bangalore (Winter)
0.0,29.0,26.7,914.0,11.5,0.0,11,0,0,ERA5 - Bangalore (Winter)
0.0,35.0,24.8,914.1,10.8,0.0,12,0,0,ERA5 - Bangalore (Winter)
0.0,47.0,21.4,914.1,8.7,0.0,13,0,0,ERA5 - Bangalore (Winter)
0.0,52.0,20.0,914.8,11.8,0.0,14,0,0,ERA5 - Bangalore (Winter)
0.0,60.0,19.0,915.6,14.3,0.0,15,0,0,ERA5 - Bangalore (Winter)
0.0,67.0,18.1,915.9,14.1,0.0,16,0,0,ERA5 - Bangalore (Winter)
0.0,71.0,17.2,915.8,13.7,0.0,17,0,0,ERA5 - Bangalore (Winter)
0.0,76.0,16.3,915.4,13.9,0.0,18,0,0,ERA5 - Bangalore (Winter)
0.0,77.0,15.7,914.9,12.8,0.0,19,0,0,ERA5 - Bangalore (Winter)
0.0,81.0,15.2,914.2,14.2,0.0,20,0,0,ERA5 - Bangalore (Winter)
0.0,90.0,14.4,913.4,13.4,0.0,21,0,0,ERA5 - Bangalore (Winter)
0.0,95.0,14.0,912.8,12.6,0.0,22,0,0,ERA5 - Bangalore (Winter)
0.0,97.0,13.7,912.7,11.5,0.0,23,0,0,ERA5 - Bangalore (Winter)
0.0,99.0,13.9,913.7,11.4,0.0,0,0,0,ERA5 - Bangalore (Winter)
0.0,99.0,14.2,914.5,13.0,0.0,1,0,0,ERA5 - Bangalore (Winter)
0.0,97.0,14.5,915.4,13.0,0.0,2,0,0,ERA5 - Bangalore (Winter)
0.0,83.0,16.2,916.7,11.2,0.0,3,0,0,ERA5 - Bangalore (Winter)
0.0,64.0,19.1,917.8,9.7,0.0,4,0,0,ERA5 - Bangalore (Winter)
0.0,45.0,21.9,918.0,10.6,0.0,5,0,0,ERA5 - Bangalore (Winter)
0.0,32.0,24.1,917.7,12.2,0.0,6,0,0,ERA5 - Bangalore (Winter)
0.0,24.0,25.8,916.7,12.6,0.0,7,0,0,ERA5 - Bangalore (Winter)
0.0,21.0,26.7,915.6,12.7,0.0,8,0,0,ERA5 - Bangalore (Winter)
0.0,21.0,27.1,914.7,12.7,0.0,9,0,0,ERA5 - Bangalore (Winter)
0.0,23.0,27.0,914.1,12.4,0.0,10,0,0,ERA5 - Bangalore (Winter)
0.0,26.0,26.4,913.8,12.2,0.0,11,0,0,ERA5 - Bangalore (Winter)
0.0,32.0,24.4,914.0,10.1,0.0,12,0,0,ERA5 - Bangalore (Winter)
0.0,43.0,21.2,913.7,8.0,0.0,13,0,0,ERA5 - Bangalore (Winter)
0.0,53.0,19.8,914.2,11.4,0.0,14,0,0,ERA5 - Bangalore (Winter)
0.0,62.0,18.9,914.9,14.1,0.0,15,0,0,ERA5 - Bangalore (Winter)
0.0,71.0,17.8,915.1,13.8,0.0,16,0,0,ERA5 - Bangalore (Winter)
0.0,75.0,17.1,914.7,12.3,0.0,17,0,0,ERA5 - Bangalore (Winter)
0.0,77.0,16.6,914.5,14.2,0.0,18,0,0,ERA5 - Bangalore (Winter)
0.0,86.0,15.8,914.4,16.7,0.0,19,0,0,ERA5 - Bangalore (Winter)
0.0,92.0,15.0,913.5,14.8,0.0,20,0,0,ERA5 - Bangalore (Winter)
0.0,94.0,14.4,912.8,13.7,0.0,21,0,0,ERA5 - Bangalore (Winter)
0.0,94.0,14.0,912.6,11.9,0.0,22,0,0,ERA5 - Bangalore (Winter)
0.0,95.0,13.8,912.5,10.8,0.0,23,0,0,ERA5 - Bangalore (Winter)
0.0,95.0,13.8,913.2,9.7,0.0,0,0,0,ERA5 - Bangalore (Winter)
0.0,96.0,13.5,913.6,7.3,0.0,1,0,0,ERA5 - Bangalore (Winter)
0.0,93.0,14.3,914.8,9.6,0.0,2,0,0,ERA5 - Bangalore (Winter)
0.0,80.0,17.1,916.6,8.4,0.0,3,0,0,ERA5 - Bangalore (Winter)
0.0,63.0,19.7,917.6,12.6,0.0,4,0,0,ERA5 - Bangalore (Winter)
0.0,55.0,21.8,917.6,12.2,0.0,5,0,0,ERA5 - Bangalore (Winter)
0.0,51.0,23.4,917.1,13.6,0.0,6,0,0,ERA5 - Bangalore (Winter)
0.0,46.0,24.9,916.2,13.2,0.0,7,0,0,ERA5 - Bangalore (Winter)
0.0,43.0,26.0,915.3,13.1,0.0,8,0,0,ERA5 - Bangalore (Winter)
0.0,41.0,26.5,914.3,13.6,0.0,9,0,0,ERA5 - Bangalore (Winter)
0.0,42.0,26.3,913.7,15.2,0.0,10,0,0,ERA5 - Bangalore (Winter)
0.0,44.0,25.4,913.7,15.3,0.0,11,0,0,ERA5 - Bangalore (Winter)
0.0,50.0,23.8,913.9,15.9,0.0,12,0,0,ERA5 - Bangalore (Winter)
0.0,55.0,22.8,914.3,13.1,0.0,13,0,0,ERA5 - Bangalore (Winter)
0.0,64.0,20.9,914.7,8.3,0.0,14,0,0,ERA5 - Bangalore (Winter)
0.0,71.0,19.8,915.3,8.7,0.0,15,0,0,ERA5 - Bangalore (Winter)
0.0,78.0,19.0,915.6,11.4,0.0,16,0,0,ERA5 - Bangalore (Winter)
0.0,88.0,17.9,915.4,12.8,0.0,17,0,0,ERA5 - Bangalore (Winter)
0.0,97.0,17.2,915.1,13.8,0.0,18,0,0,ERA5 - Bangalore (Winter)
0.0,99.0,16.9,914.6,14.4,0.0,19,0,0,ERA5 - Bangalore (Winter)
0.0,98.0,17.2,914.3,16.6,0.0,20,0,0,ERA5 - Bangalore (Winter)
0.0,95.0,17.3,913.6,15.5,0.0,21,0,0,ERA5 - Bangalore (Winter)
0.0,93.0,17.3,913.1,13.4,0.0,22,0,0,ERA5 - Bangalore (Winter)
0.0,96.0,16.8,913.0,12.7,0.0,23,0,0,ERA5 - Bangalore (Winter)
0.0,70.0,17.0,912.9,8.4,0.0,0,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,74.0,16.5,912.9,8.4,0.0,1,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,68.0,18.3,914.3,10.9,0.0,2,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,51.0,21.6,916.0,10.8,0.0,3,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,34.0,24.6,916.7,15.5,0.0,4,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,24.0,26.7,916.8,17.7,0.0,5,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,21.0,28.3,916.4,19.1,0.0,6,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,21.0,29.4,915.5,19.1,0.0,7,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,19.0,30.2,914.7,19.8,0.0,8,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,19.0,30.4,913.8,19.5,0.0,9,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,22.0,30.3,912.8,17.7,0.0,10,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,24.0,29.6,912.6,16.6,0.0,11,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,32.0,27.1,913.4,17.5,0.0,12,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,38.0,25.1,913.4,12.3,0.0,13,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,43.0,23.5,913.9,11.9,0.0,14,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
0.0,48.0,22.5,914.4,10.6,0.0,15,0,0,ERA5 - Bangalore (Pre-Monsoon Spring)
